magnitude,alpha,beta,b_star,stability
1.0,1.5526315789473684,0.28684210526315784,-4.6222994873801867e-10,0
1.0,1.5526315789473684,0.33421052631578946,3.675078195264833e-12,0
1.0,1.5526315789473684,0.381578947368421,1.9013504684741944e-11,0
1.0,1.5526315789473684,0.4289473684210526,5.28840471109475e-13,0
1.0,1.5526315789473684,0.47631578947368414,5.947152007876997e-12,0
1.0,1.5526315789473684,0.5236842105263158,-1.4450134578773077e-12,0
1.0,1.5526315789473684,0.5710526315789474,1.572193168427743e-11,0
1.0,1.5526315789473684,0.618421052631579,-9.447668079030055e-13,0
1.0,1.5526315789473684,0.6657894736842105,-3.6120637552961575e-14,0
1.0,1.5526315789473684,0.7131578947368421,-3.0369285542390444e-14,0
1.0,1.5526315789473684,0.7605263157894736,-7.699607824554529e-14,0
1.0,1.5526315789473684,0.8078947368421052,-1.1870435384748252e-13,0
1.0,1.5526315789473684,0.8552631578947368,-3.1514285083195643e-13,0
1.0,1.5526315789473684,0.9026315789473683,-8.806518245516794e-13,0
1.0,1.5526315789473684,0.95,-1.3792454263127492e-12,0
1.0,1.6578947368421053,0.05,3.964244309620551e-11,0
1.0,1.6578947368421053,0.09736842105263158,-6.16246355994864e-10,0
1.0,1.6578947368421053,0.14473684210526316,6.461868057858834e-10,0
1.0,1.6578947368421053,0.19210526315789472,-6.89474720113141e-11,0
1.0,1.6578947368421053,0.23947368421052628,-4.558968155148398e-11,0
1.0,1.6578947368421053,0.28684210526315784,-5.294306139070306e-11,0
1.0,1.6578947368421053,0.33421052631578946,-2.893195988728223e-12,0
1.0,1.6578947368421053,0.381578947368421,9.352124556423268e-13,0
1.0,1.6578947368421053,0.4289473684210526,-4.640873815556748e-13,0
1.0,1.6578947368421053,0.47631578947368414,3.0977146156016058e-12,0
1.0,1.6578947368421053,0.5236842105263158,-5.028821770010267e-13,0
1.0,1.6578947368421053,0.5710526315789474,-3.844167660716786e-12,0
1.0,1.6578947368421053,0.618421052631579,-6.473562745647983e-13,0
1.0,1.6578947368421053,0.6657894736842105,-3.955539749476153e-14,0
1.0,1.6578947368421053,0.7131578947368421,-2.9290473198717846e-14,0
1.0,1.6578947368421053,0.7605263157894736,-6.720515912002719e-14,0
1.0,1.6578947368421053,0.8078947368421052,-1.1161800359062286e-13,0
1.0,1.6578947368421053,0.8552631578947368,-3.3715184076834e-13,0
1.0,1.6578947368421053,0.9026315789473683,-7.91970580565683e-13,0
1.0,1.6578947368421053,0.95,-1.7981186584189575e-12,0
1.0,1.763157894736842,0.05,-2.1397958493249804e-09,0
1.0,1.763157894736842,0.09736842105263158,-3.549709150034107e-10,0
1.0,1.763157894736842,0.14473684210526316,2.320977340702445e-13,0
1.0,1.763157894736842,0.19210526315789472,3.514994793409761e-12,0
1.0,1.763157894736842,0.23947368421052628,-5.172512259107854e-10,0
1.0,1.763157894736842,0.28684210526315784,-2.754728772053139e-11,0
1.0,1.763157894736842,0.33421052631578946,2.3246859269859186e-14,0
1.0,1.763157894736842,0.381578947368421,9.227481212487821e-12,0
1.0,1.763157894736842,0.4289473684210526,-3.9722352899037326e-13,0
1.0,1.763157894736842,0.47631578947368414,1.4488411887920359e-11,0
1.0,1.763157894736842,0.5236842105263158,1.7244817608830806e-13,0
1.0,1.763157894736842,0.5710526315789474,6.998403215308968e-13,0
1.0,1.763157894736842,0.618421052631579,6.200895213974036e-13,0
1.0,1.763157894736842,0.6657894736842105,-2.94426331423101e-14,0
1.0,1.763157894736842,0.7131578947368421,-6.695067928066316e-15,0
1.0,1.763157894736842,0.7605263157894736,-4.397579480887349e-14,0
1.0,1.763157894736842,0.8078947368421052,-1.1244286344331419e-13,0
1.0,1.763157894736842,0.8552631578947368,-3.251509046059304e-13,0
1.0,1.763157894736842,0.9026315789473683,-5.886132983776979e-13,0
1.0,1.763157894736842,0.95,-1.4050700695084847e-12,0
1.0,1.8684210526315788,0.05,-1.9051620214216324e-10,0
1.0,1.8684210526315788,0.09736842105263158,-5.0403665473821066e-11,0
1.0,1.8684210526315788,0.14473684210526316,-6.380568363499444e-10,0
1.0,1.8684210526315788,0.19210526315789472,1.3089216281616977e-12,0
1.0,1.8684210526315788,0.23947368421052628,1.2286009196983194e-11,0
1.0,1.8684210526315788,0.28684210526315784,-3.273330389412806e-11,0
1.0,1.8684210526315788,0.33421052631578946,-7.667621046524891e-13,0
1.0,1.8684210526315788,0.381578947368421,2.1176230831048134e-11,0
1.0,1.8684210526315788,0.4289473684210526,-2.020978752221523e-13,0
1.0,1.8684210526315788,0.47631578947368414,5.593468328956416e-12,0
1.0,1.8684210526315788,0.5236842105263158,-5.712272198678314e-12,0
1.0,1.8684210526315788,0.5710526315789474,-4.263114504470056e-12,0
1.0,1.8684210526315788,0.618421052631579,3.2159242839425333e-14,0
1.0,1.8684210526315788,0.6657894736842105,-7.384755109239585e-14,0
1.0,1.8684210526315788,0.7131578947368421,-2.269611452595272e-14,0
1.0,1.8684210526315788,0.7605263157894736,-8.315234909899196e-14,0
1.0,1.8684210526315788,0.8078947368421052,-1.4197714826320328e-13,0
1.0,1.8684210526315788,0.8552631578947368,-4.481154999791942e-13,0
1.0,1.8684210526315788,0.9026315789473683,-5.473595404212223e-13,0
1.0,1.8684210526315788,0.95,-1.597499656438608e-12,0
1.0,1.9736842105263157,0.05,-2.136165634448848e-09,0
1.0,1.9736842105263157,0.09736842105263158,3.4617728444307074e-12,0
1.0,1.9736842105263157,0.14473684210526316,6.006785802254469e-13,0
1.0,1.9736842105263157,0.19210526315789472,1.9189342046644122e-11,0
1.0,1.9736842105263157,0.23947368421052628,-2.617634534248828e-11,0
1.0,1.9736842105263157,0.28684210526315784,-2.2664715040022402e-14,0
1.0,1.9736842105263157,0.33421052631578946,-2.8767403856914466e-14,0
1.0,1.9736842105263157,0.381578947368421,4.940123145908694e-13,0
1.0,1.9736842105263157,0.4289473684210526,-1.039985806603805e-14,0
1.0,1.9736842105263157,0.47631578947368414,1.5707670354136095e-12,0
1.0,1.9736842105263157,0.5236842105263158,1.2258043440593043e-13,0
1.0,1.9736842105263157,0.5710526315789474,-6.002128788735394e-13,0
1.0,1.9736842105263157,0.618421052631579,-7.731074641022691e-13,0
1.0,1.9736842105263157,0.6657894736842105,-3.005414035603091e-14,0
1.0,1.9736842105263157,0.7131578947368421,-4.486506858145322e-15,0
1.0,1.9736842105263157,0.7605263157894736,-2.147085683218965e-14,0
1.0,1.9736842105263157,0.8078947368421052,-1.0412688888773778e-13,0
1.0,1.9736842105263157,0.8552631578947368,-2.7305822536590003e-13,0
1.0,1.9736842105263157,0.9026315789473683,-5.440355250374379e-13,0
1.0,1.9736842105263157,0.95,-1.1588254715950478e-12,0
1.0,2.0789473684210527,0.05,-1.4906088232268326e-09,0
1.0,2.0789473684210527,0.09736842105263158,-2.587187532406912e-10,0
1.0,2.0789473684210527,0.14473684210526316,-2.3762994352435478e-12,0
1.0,2.0789473684210527,0.19210526315789472,1.200145218067422e-10,0
1.0,2.0789473684210527,0.23947368421052628,-6.642772515831279e-13,0
1.0,2.0789473684210527,0.28684210526315784,-3.190134714655155e-10,0
1.0,2.0789473684210527,0.33421052631578946,-9.400917862082245e-12,0
1.0,2.0789473684210527,0.381578947368421,1.955946232802766e-11,0
1.0,2.0789473684210527,0.4289473684210526,1.1839029987936125e-11,0
1.0,2.0789473684210527,0.47631578947368414,4.1540164681172284e-11,0
1.0,2.0789473684210527,0.5236842105263158,5.943675433359345e-13,0
1.0,2.0789473684210527,0.5710526315789474,-3.688184457018605e-12,0
1.0,2.0789473684210527,0.618421052631579,2.244848304504694e-13,0
1.0,2.0789473684210527,0.6657894736842105,1.7366492802340487e-14,0
1.0,2.0789473684210527,0.7131578947368421,4.3604399274962986e-16,0
1.0,2.0789473684210527,0.7605263157894736,-6.98868344134808e-14,0
1.0,2.0789473684210527,0.8078947368421052,-9.420061806734651e-14,0
1.0,2.0789473684210527,0.8552631578947368,-1.982448580511686e-13,0
1.0,2.0789473684210527,0.9026315789473683,-5.878610301137277e-13,0
1.0,2.0789473684210527,0.95,-9.595691137017394e-13,0
1.0,2.1842105263157894,0.05,2.00900540843041e-09,0
1.0,2.1842105263157894,0.09736842105263158,8.343210986358278e-10,0
1.0,2.1842105263157894,0.14473684210526316,9.136155074103867e-12,0
1.0,2.1842105263157894,0.19210526315789472,2.1598895711436458e-12,0
1.0,2.1842105263157894,0.23947368421052628,-1.8315099520135257e-12,0
1.0,2.1842105263157894,0.28684210526315784,3.1996302990782856e-10,0
1.0,2.1842105263157894,0.33421052631578946,-8.342312995994242e-13,0
1.0,2.1842105263157894,0.381578947368421,4.205032207468063e-12,0
1.0,2.1842105263157894,0.4289473684210526,-1.6073909980169846e-13,0
1.0,2.1842105263157894,0.47631578947368414,1.6812662509121104e-12,0
1.0,2.1842105263157894,0.5236842105263158,-4.9708768279912835e-12,0
1.0,2.1842105263157894,0.5710526315789474,-9.578404346652717e-14,0
1.0,2.1842105263157894,0.618421052631579,-9.740996378646241e-13,0
1.0,2.1842105263157894,0.6657894736842105,-1.2101447734610234e-13,0
1.0,2.1842105263157894,0.7131578947368421,-3.5197538148759e-14,0
1.0,2.1842105263157894,0.7605263157894736,-3.588246495102396e-14,0
1.0,2.1842105263157894,0.8078947368421052,-9.505107747052237e-14,0
1.0,2.1842105263157894,0.8552631578947368,-4.308548877220859e-13,0
1.0,2.1842105263157894,0.9026315789473683,-6.463097951851582e-13,0
1.0,2.1842105263157894,0.95,-1.1903289634220932e-12,0
1.0,2.289473684210526,0.05,3.476343478662332e-10,0
1.0,2.289473684210526,0.09736842105263158,6.838255725062904e-12,0
1.0,2.289473684210526,0.14473684210526316,-1.1665535269217284e-11,0
1.0,2.289473684210526,0.19210526315789472,-3.0534091599548863e-13,0
1.0,2.289473684210526,0.23947368421052628,1.8540070803407376e-10,0
1.0,2.289473684210526,0.28684210526315784,4.561165313438564e-13,0
1.0,2.289473684210526,0.33421052631578946,1.0727518318049242e-12,0
1.0,2.289473684210526,0.381578947368421,4.792089757175924e-13,0
1.0,2.289473684210526,0.4289473684210526,8.13552875501401e-12,0
1.0,2.289473684210526,0.47631578947368414,2.993013439120291e-12,0
1.0,2.289473684210526,0.5236842105263158,4.652112121163546e-12,0
1.0,2.289473684210526,0.5710526315789474,2.2077540998731236e-12,0
1.0,2.289473684210526,0.618421052631579,-3.1827545834646416e-13,0
1.0,2.289473684210526,0.6657894736842105,-1.134839462836976e-14,0
1.0,2.289473684210526,0.7131578947368421,-4.6330838006886595e-14,0
1.0,2.289473684210526,0.7605263157894736,-5.167016169147053e-14,0
1.0,2.289473684210526,0.8078947368421052,-1.5521087260595581e-13,0
1.0,2.289473684210526,0.8552631578947368,-2.866916283237823e-13,0
1.0,2.289473684210526,0.9026315789473683,-7.599001963410376e-13,0
1.0,2.289473684210526,0.95,-1.0969761045129476e-12,0
1.0,2.394736842105263,0.05,9.26257973793214e-10,0
1.0,2.394736842105263,0.09736842105263158,5.241520524439205e-12,0
1.0,2.394736842105263,0.14473684210526316,3.3418469813840695e-12,0
1.0,2.394736842105263,0.19210526315789472,5.7864783616448924e-12,0
1.0,2.394736842105263,0.23947368421052628,5.461409466964336e-12,0
1.0,2.394736842105263,0.28684210526315784,5.454056986332382e-11,0
1.0,2.394736842105263,0.33421052631578946,3.475394208033739e-13,0
1.0,2.394736842105263,0.381578947368421,1.3903595210674215e-12,0
1.0,2.394736842105263,0.4289473684210526,-4.674044386790813e-13,0
1.0,2.394736842105263,0.47631578947368414,6.883071061511032e-15,0
1.0,2.394736842105263,0.5236842105263158,6.0009796585750255e-12,0
1.0,2.394736842105263,0.5710526315789474,5.664444494558412e-12,0
1.0,2.394736842105263,0.618421052631579,-3.12673007503236e-13,0
1.0,2.394736842105263,0.6657894736842105,2.4266731126136775e-14,0
1.0,2.394736842105263,0.7131578947368421,-6.5587258022840094e-15,0
1.0,2.394736842105263,0.7605263157894736,-3.361716131595184e-14,0
1.0,2.394736842105263,0.8078947368421052,-1.3909857401452102e-13,0
1.0,2.394736842105263,0.8552631578947368,-4.4902503935521245e-13,0
1.0,2.394736842105263,0.9026315789473683,-6.139353629173206e-13,0
1.0,2.394736842105263,0.95,-1.0987778044077838e-12,0
1.0,2.5,0.05,2.5405721572918013e-09,0
1.0,2.5,0.09736842105263158,7.282938230809169e-10,0
1.0,2.5,0.14473684210526316,-1.2012357495061843e-10,0
1.0,2.5,0.19210526315789472,1.5509640927177397e-11,0
1.0,2.5,0.23947368421052628,-5.212302833781034e-11,0
1.0,2.5,0.28684210526315784,-5.204223184014869e-12,0
1.0,2.5,0.33421052631578946,2.312759233595757e-11,0
1.0,2.5,0.381578947368421,4.420637076665494e-12,0
1.0,2.5,0.4289473684210526,1.2385247823732298e-11,0
1.0,2.5,0.47631578947368414,-3.207483788402761e-14,0
1.0,2.5,0.5236842105263158,1.860449033420343e-12,0
1.0,2.5,0.5710526315789474,-4.534052966144153e-12,0
1.0,2.5,0.618421052631579,8.629070279454222e-14,0
1.0,2.5,0.6657894736842105,2.1285503626417543e-14,0
1.0,2.5,0.7131578947368421,-2.8360719187643032e-14,0
1.0,2.5,0.7605263157894736,-3.8700813274649024e-14,0
1.0,2.5,0.8078947368421052,-1.5208245514108313e-13,0
1.0,2.5,0.8552631578947368,-4.2377209067500183e-13,0
1.0,2.5,0.9026315789473683,-7.220011962669539e-13,0
1.0,2.5,0.95,-9.232099741043056e-13,0
2.5555555555555554,0.5,0.05,2.8304417838761004e-11,0
2.5555555555555554,0.5,0.09736842105263158,4.5916033246176045e-15,0
